Registration Type,Corporation Name,Trade Name,Business Address,Business Address2,City,State,Zip,Phone Number,# ASE Certified Mechanics,Tow Storage Address ,Tow Storage 2,Tow Storage City,Tow Storage State,Tow Storage Zip,Tow Storage Phone,Issue Date,Expiration,Registration No.,Location
Corporation,Caliber Bodyworks of Maryland LLC,Caliber Collision Centers/ Caliber Auto Glass,7631 Airpark Road,,Gaithersburg,MD,20879,(301) 622-4777,0,,,,,,,06/01/2024,06/01/2027,20-MT-004131,"7631 Airpark Road
Gaithersburg, MD 20879
(39.17065, -77.15607)"
Corporation,"KGL, Inc.",GLS Auto Body,1627 E Gude Dr,,Rockville,MD,20850-1348,(301) 279-2410,0,,,,,,,11/09/2024,11/09/2027,22-MT-013321,"1627 E Gude Dr
Rockville, MD 20850-1348
(39.09375, -77.1329)"
Sole Proprietorship,,James Dustin,15520 Riding Stable Rd,,Laurel,MD,20707,(240) 876-1853,0,15520 Riding Stable Rd,,Laurel,MD,20707,(240) 876-1853,10/15/2024,10/15/2027,20-MT-005327,"15520 Riding Stable Rd
Laurel, MD 20707
(39.111, -76.90962)"
Corporation,"Sobeit, Inc.",Damascus Auto Service,10000 Damascus Blvd,Suite B,Damascus,MD,20872,(301) 253-0940,0,,,,,,,09/15/2024,09/15/2027,20-MT-005259,"10000 Damascus Blvd
Damascus, MD 20872
(39.28733, -77.20657)"
Corporation,"King Volkswagen, LLC",King Volkswagen,979 North Frederick Avenue,,Gaithersburg,MD,20879,(301) 948-3330,0,,,,,,,10/15/2024,10/15/2027,14-MT-001394,"979 North Frederick Avenue
Gaithersburg, MD 20879
(39.15928, -77.21827)"
Corporation,Richo Towing LLC,Richo Towing,1900 Grey Castle Way,,Silver Spring,MD,20903,(301) 920-4196,0,904 Silver Spring Avenue,,Silver Spring,MD,20910,(301) 920-4196,09/13/2024,09/13/2025,24-MT-014146,"1900 Grey Castle Way
Silver Spring, MD 20903
(39.01235, -76.97672)"
Corporation,G.M.T. Auto Repair LC,GMT Auto,958 Sligo Avenue,,Silver Spring,MD,20910,(301) 232-8154,0,,,,,,,09/13/2024,09/13/2025,20-MT-004021,"958 Sligo Avenue
Silver Spring, MD 20910
(38.99024, -77.02581)"
Corporation,Zamora Autobody Inc.,Zamora's Autobody Inc.,773 East Gude Drive,,Rockville,MD,20850,(301) 294-1303,0,,,,,,,10/25/2024,10/25/2027,22-MT-013284,"773 East Gude Drive
Rockville, MD 20850
(39.10223, -77.14253)"
Corporation,"Auto Centro, Inc.","Auto Centro, Inc.",7420 Westmore Rd,,Rockville,MD,20850,(301) 340-2444,0,,,,,,,10/23/2024,10/23/2027,20-MT-005342,"7420 Westmore Rd
Rockville, MD 20850
(39.099010014, -77.151753994)"
Corporation,"BSLS, Inc.","BSLS, Inc.",5500 Norbeck Rd,,Rockville,MD,20853,(240) 669-3723,0,,,,,,,10/12/2024,10/12/2027,17-MT-002207,"5500 Norbeck Rd
Rockville, MD 20853
(39.095543008, -77.110170031)"
Corporation,"Mustache Enterprise, LLC",Mustache Mechanics,10523 Summit Avenue,,Kensington,MD,20895,(301) 814-0356,1,,,,,,,10/09/2024,10/09/2027,17-MT-002190,"10523 Summit Avenue
Kensington, MD 20895
(39.029, -77.07862)"
Corporation,"MKRO, LLC",Jiffy Lube 3791,3415 Olney-Laytonsville Rd,,Olney,MD,20832,(240) 390-3933,0,,,,,,,10/07/2024,10/07/2027,20-MT-005231,"3415 Olney-Laytonsville Rd
Olney, MD 20832
(39.15351, -77.0673)"
Corporation,"Criswell Performance Imports, Inc.",Criswell Honda,19525 Amaranth Drive,,Germantown,MD,20874,(240) 864-0880,0,,,,,,,10/19/2024,10/19/2027,15-MT-001280,"19525 Amaranth Drive
Germantown, MD 20874
(39.17558, -77.25083)"
Corporation,Caliber Bodyworks Of Maryland LLC,Caliber Collision Centers/ Caliber Auto Glass,5511 Nicholson Lane,,Rockville,MD,20852,(301) 822-4788,0,,,,,,,06/01/2024,06/01/2027,20-MT-004132,"5511 Nicholson Lane
Rockville, MD 20852
(39.04533, -77.10883)"
Corporation,"Auto Dent Care, Inc.",Auto Dent Care,5410 Randolph Rd,,Rockville,MD,20852,(301) 881-8080,0,,,,,,,10/04/2024,10/04/2027,23-MT-013723,"5410 Randolph Rd
Rockville, MD 20852
(39.052768983, -77.107870959)"
Corporation,"Total Recon Auto Center, LLC",Total Recon Auto Center,627 Southlawn Lane,,Rockville,MD,20850,(301) 762-2195,0,,,,,,,10/28/2024,10/28/2027,20-MT-005365,"627 Southlawn Lane
Rockville, MD 20850
(39.094731011, -77.139780026)"
Corporation,Arana's Automotive L.L.C.,Arana's Automotive,4124 Howard Ave,,Kensington,MD,20895,(240) 478-1369,0,,,,,,,10/26/2024,10/26/2027,23-MT-013796,"4124 Howard Ave
Kensington, MD 20895
(39.030247018, -77.081705004)"
Partnership,,Hyundai Towing Road Service,,,,,,,0,,,,,,,02/06/1995,02/06/1998,95-MT-001112,
Corporation,Millis Garage LLC,Millis Garage,8528 Piney Branch Rd,Unit A,Silver Spring,MD,20901,(240) 531-2895,0,,,,,,,11/09/2024,11/09/2027,19-MT-002747,"8528 Piney Branch Rd
Silver Spring, MD 20901
(38.999078995, -77.002411027)"
Corporation,"Wheel Ding King, LLC",Wheel Ding King,1910 Rockville Pike,,Rockville,MD,20852,(240) 426-9210,0,,,,,,,10/07/2024,10/07/2025,18-MT-002269,"1910 Rockville Pike
Rockville, MD 20852
(39.058440011, -77.12030501)"
Corporation,Bridgestone Retail Operations LLC,Tires Plus,861 Russell Avenue,,Gaithersburg,MD,20879-3505,(301) 948-1090,0,,,,,,,11/07/2024,11/07/2027,20-MT-005374,"861 Russell Avenue
Gaithersburg, MD 20879-3505
(39.15735, -77.21168)"
Corporation,"River & Little Falls, Inc.",River Road Auto Haus,5054 River Rd,,Bethesda,MD,20816,(301) 652-3787,0,,,,,,,11/14/2024,11/14/2027,17-MT-002175,"5054 River Rd
Bethesda, MD 20816
(38.963009989, -77.101571959)"
Corporation,"Sterling Auto Service & Body Shop, LLC",Sterling Auto Service & Body Shop,2311 Perkins Pl,,Silver Spring,MD,20910,(301) 608-1433,0,,,,,,,12/12/2024,12/12/2027,00-MT-000926,"2311 Perkins Pl
Silver Spring, MD 20910
(39.004344004, -77.050098021)"
Corporation,"Asikin Towing, LLC",Asikin Towing,5825 Grosvenor Lane,,Bethesda,MD,20814,(301) 530-2888,0,375 Derwood Circle,,Rockville,MD,20850,(301) 530-2888,09/13/2024,09/13/2027,23-MT-013736,"5825 Grosvenor Lane
Bethesda, MD 20814
(39.02253, -77.11783)"
Corporation,LKC Corp.,Cho's Auto Service,28 N Summit Ave,,Gaithersburg,MD,20877,(301) 948-8350,0,,,,,,,12/01/2024,12/01/2027,15-MT-000178,"28 N Summit Ave
Gaithersburg, MD 20877
(39.14322, -77.19313)"
Corporation,"Mendez Towing, LLC",Mendez Towing,15214 Comus Rd,,Clarksburg,MD,20871,(301) 366-4109,0,N/A,,N/A,N/A,20871,,10/24/2024,10/24/2027,20-MT-005359,"15214 Comus Rd
Clarksburg, MD 20871
(39.24386, -77.31805)"
Corporation,"Jacob's Auto Repair, Inc.",Jacob's Autorama,107 N Stonestreet Avenue,,Rockville,MD,20850,(301) 340-1488,0,,,,,,,11/01/2024,11/01/2027,20-MT-006415,"107 N Stonestreet Avenue
Rockville, MD 20850
(39.08621, -77.14697)"
Corporation,"New Again Auto Repair, LLC",New Again Auto Repair,9200 Talbot Ave.,Suite A,Silver Spring,MD,20910,(301) 588-5292,0,,,,,,,11/24/2024,11/24/2027,15-MT-001943,"9200 Talbot Ave.
Silver Spring, MD 20910
(39.00473, -77.04967)"
Corporation,"Shade and Conley Automotive, LLC","Airpark Rovers, 4WD",8211-B Snouffer School Rd,B,Gaithersburg,MD,20879,(301) 208-1347,0,,,,,,,11/03/2024,11/03/2027,15-MT-001939,"8211-B Snouffer School Rd
Gaithersburg, MD 20879
(39.1657, -77.16856)"
Corporation,"MT Universal, LLC","Iron Mike's Garage, LLC",5611 Kraft Dr.,,Rockville,MD,20852,(301) 881-8442,0,,,,,,,10/08/2024,10/08/2027,20-MT-005287,"5611 Kraft Dr.
Rockville, MD 20852
(39.05799, -77.11377)"
Corporation,N.E.R.F. Corporation,Autodynamics of Maryland,15862 Somerville Dr,,Rockville,MD,20855,(301) 948-4744,0,,,,,,,11/20/2024,11/20/2027,20-MT-005289,"15862 Somerville Dr
Rockville, MD 20855
(39.11643, -77.16469)"
Corporation,"Murray's Auto Clinic, Inc.",Murray's Auto Clinic,999 Philadelphia Ave,,Silver Spring,MD,20910,(301) 585-7557,0,,,,,,,11/16/2024,11/16/2027,15-MT-000333,"999 Philadelphia Ave
Silver Spring, MD 20910
(38.98965, -77.02607)"
Corporation,"Wheaton Service Center, Ltd.",Wheaton Service Center,11321 Fern St,,Wheaton,MD,20902,(310) 933-4343,1,,,,,,,10/28/2024,10/28/2025,15-MT-000448,"11321 Fern St
Wheaton, MD 20902
(39.040888012, -77.049127983)"
Corporation,Premier Auto Service LLC,Premier Auto Service LLC,646 Whispering Wind Ct,,Gaithersburg,MD,20877,(240) 426-1816,0,,,,,,,10/24/2024,10/24/2025,23-MT-013749,"646 Whispering Wind Ct
Gaithersburg, MD 20877
(39.14465, -77.18486)"
Corporation,Innovative Management Solutions Inc,Top US Auto,19715 Waters Rd,,Germantown,MD,20874,(301) 532-9651,0,19715 Waters Rd,,Germantown,MD,20874,(301) 835-5359,10/30/2024,10/30/2025,23-MT-013745,"19715 Waters Rd
Germantown, MD 20874
(39.18026, -77.27272)"
Corporation,"Takoma Old Town Auto Service, LLC",Totas 2,915 Thayer Ave,,Silver Spring,MD,20910,(443) 996-6553,0,,,,,,,10/30/2024,10/30/2027,20-MT-005339,"915 Thayer Ave
Silver Spring, MD 20910
(38.993354993, -77.025485987)"
Sole Proprietorship,,Richard Lofton,1909 Urbana Pike,Paulsboro,Clarksburg,MD,20871,(240) 388-1389,0,1909 Urbana Pike,,Clarksburg,MD,20871,(240) 388-1389,11/11/2024,11/11/2027,15-MT-001528,"1909 Urbana Pike
Clarksburg, MD 20871
(39.287232984, -77.312681003)"
Corporation,"JC Kuri, Inc.",Montgomery Mall Exxon,10201 Westlake Drive,,Bethesda,MD,20817,(301) 365-3301,0,,,,,,,10/08/2024,10/08/2025,15-MT-001864,"10201 Westlake Drive
Bethesda, MD 20817
(39.0229, -77.14979)"
Corporation,Bridgestone Retail Operations LLC,Firestone Complete Auto Care,11500 Georgia Ave,,Wheaton,MD,20902-1909,(301) 384-4141,1,,,,,,,11/13/2024,11/13/2027,20-MT-005378,"11500 Georgia Ave
Wheaton, MD 20902-1909
(39.04348, -77.05229)"
Corporation,"Autobahn Car Service, LLC",Autobahn Car Service,11848 Coakley Circle,,Rockville,MD,20852,(301) 881-1310,0,,,,,,,11/10/2024,11/10/2027,23-MT-013798,"11848 Coakley Circle
Rockville, MD 20852
(39.04927, -77.10463)"
Corporation,"King Farm Auto Service, Inc.",King Farm Auto Service,15563-C Frederick Rd,C,Rockville,MD,20855,(301) 294-3044,1,,,,,,,11/08/2024,11/08/2027,23-MT-013814,"15563-C Frederick Rd
Rockville, MD 20855
(39.11197, -77.15995)"
Corporation,Precise Auto Inc,Precise Auto Services,3921 Plyers Mill Rd,,Kensington,MD,20895,(301) 949-5928,0,,,,,,,10/22/2024,10/22/2025,19-MT-002803,"3921 Plyers Mill Rd
Kensington, MD 20895
(39.030217011, -77.077352031)"
Corporation,Bridgestone Retail Operations LLC,Tires Plus,15412 Old Columbia Pike,,Burtonsville,MD,20866-1632,(301) 384-4141,0,,,,,,,11/07/2024,11/07/2027,20-MT-005375,"15412 Old Columbia Pike
Burtonsville, MD 20866-1632
(39.10889, -76.93658)"
Corporation,"Farah Petroleum, LLC",College Plaza Exxon,15211 Frederick Road,,Rockville,MD,20850-0000,(301) 279-5966,0,,,,,,,11/30/2024,11/30/2027,17-MT-002222,"15211 Frederick Road
Rockville, MD 20850-0000
(39.10606, -77.15754)"
Corporation,"SAI Rockville Imports, LLC",Rockville Audi - Porsche of Rockville,1125 Rockville Pike,,Rockville,MD,20852,(866) 286-8759,0,,,,,,,10/14/2024,10/14/2025,15-MT-001067,"1125 Rockville Pike
Rockville, MD 20852
(39.070241982, -77.132410992)"
Corporation,"H & C Motors, Inc.",Herson's Kia,15531 Fredrick Rd,,Rockville,MD,20855,(240) 864-8415,0,,,,,,,10/30/2024,10/30/2025,20-MT-005361,"15531 Fredrick Rd
Rockville, MD 20855
(39.11103, -77.1597)"
Corporation,Car Source LLC,Car Source LLC,8202 Beechcraft Ave,,Gaithersburg,MD,20879,(301) 346-3368,0,,,,,,,11/21/2024,11/21/2027,20-MT-005332,"8202 Beechcraft Ave
Gaithersburg, MD 20879
(39.165460988, -77.16684603)"
Partnership,,Pa-Lama Towing,,,,,,,0,,,,,,,11/06/1997,11/06/1998,97-MT-000716,
Corporation,Precision Power Group LLC,Precision Power,12132 Tech Road,,Silver Spring,MD,20904,(301) 276-7800,2,,,,,,,11/13/2024,11/13/2025,24-MT-014253,"12132 Tech Road
Silver Spring, MD 20904
(39.05536, -76.96777)"
Corporation,MILESTONE AUTOMOTIVE INC,MILESTONE AUTOMOTIVE GROUP INC,818 Rockville Pike,,Rockville,MD,20852,(301) 424-5312,0,,,,,,,11/13/2024,11/13/2025,22-MT-013301,"818 Rockville Pike
Rockville, MD 20852
(39.07733, -77.13883)"
Corporation,Newtown Auto Repair LLC,Newtown Auto Repair LLC,19326 Woodfield Rd,,Gaithersburg,MD,20879,(301) 655-5764,0,,,,,,,11/27/2024,11/27/2025,24-MT-014270,"19326 Woodfield Rd
Gaithersburg, MD 20879
(39.17389, -77.1525)"
Corporation,"Car Premaintenance Services, LLC",Car Premaintenance Services,7615 Rickenbacker Dr,Suite E,Gaithersburg,MD,20789,(301) 792-2421,0,,,,,,,11/13/2024,11/13/2025,15-MT-001484,"7615 Rickenbacker Dr
Gaithersburg, MD 20789
(39.174, -77.15797)"
Corporation,"MG Auto Glass, Inc.","MG Auto Glass, Inc.",1637 Hopefield Rd,,Silver Spring,MD,20905,(301) 204-5413,1,,,,,,,12/14/2024,12/14/2027,15-MT-001713,"1637 Hopefield Rd
Silver Spring, MD 20905
(39.10541, -76.97731)"
Sole Proprietorship,,I & E Auto Service,7402 Westmore Road,I,Rockville,MD,20850,(240) 876-1481,0,,,,,,,12/15/2024,12/15/2027,20-MT-006426,"7402 Westmore Road
Rockville, MD 20850
(39.09922, -77.1511)"
Corporation,"E & M Auto Repairs, Inc.","E & M Auto Repairs, Inc.",7526 Rickenbacker Drive,#28,Gaithersburg,MD,20879,(301) 260-1050,0,,,,,,,12/21/2024,12/21/2027,20-MT-006442,"7526 Rickenbacker Drive
Gaithersburg, MD 20879
(39.17234, -77.15471)"
Corporation,"Kevin's Autobody & Paint, Inc.",Randolph Autobody and Paint,5411 Randolph Rd,,Rockville,MD,20852,(301) 881-2886,0,,,,,,,12/02/2024,12/02/2027,20-MT-006413,"5411 Randolph Rd
Rockville, MD 20852
(39.05375, -77.10753)"
Partnership,,Eduardo Gonzalez & Daisy Gonzalez,3745 University Boulevard West,,Kensington,MD,20895,(301) 949-8500,0,,,,,,,11/22/2024,11/22/2027,15-MT-001460,"3745 University Boulevard West
Kensington, MD 20895
(39.03269, -77.07432)"
Corporation,Bridge Towing Inc.,Bridge Towing Inc.,10207 Dressage Dr,,Upper Marlboro,MD,20772,(240) 547-8286,0,8515 Rainswood Dr,,Hyattsville,MD,20785,(240) 547-8286,12/19/2024,12/19/2027,23-MT-013850,"10207 Dressage Dr
Upper Marlboro, MD 20772
(38.76134, -76.83691)"
Sole Proprietorship,,LL Towing,19200 Woodfield Rd,,Gaithersburg,MD,20879,(301) 774-3342,0,19200 Woodfield Rd,,Gaithersburg,MD,20879,(301) 774-3342,12/16/2024,12/16/2027,20-MT-006427,"19200 Woodfield Rd
Gaithersburg, MD 20879
(39.1711, -77.15435)"
Corporation,"Excluservice, Inc.","Excluservice, Inc.",12224 Parklawn Drive,,Rockville,MD,20852,(301) 231-5400,0,,,,,,,12/19/2024,12/19/2027,20-MT-006451,"12224 Parklawn Drive
Rockville, MD 20852
(39.05793, -77.11094)"
Sole Proprietorship,,Harry Pamboukian,9517 Georgia Avenue,,Silver Spring,MD,20910,(301) 589-8500,0,,,,,,,12/04/2024,12/04/2027,20-MT-005337,"9517 Georgia Avenue
Silver Spring, MD 20910
(39.01085, -77.04103)"
Corporation,"Hector's Auto Service, LLC","Hector's Auto Service, LLC",14630 Southlawn Lane,Suite E,Rockville,MD,20850,(301) 806-7379,0,,,,,,,11/13/2024,11/13/2027,20-MT-005325,"14630 Southlawn Lane
Rockville, MD 20850
(39.09556, -77.14101)"
Corporation,"Herson's, Inc.",Herson's Honda,15525 Frederick Rd.,,Rockville,MD,20855,(301) 279-8600,0,,,,,,,11/01/2024,11/01/2027,15-MT-000428,"15525 Frederick Rd.
Rockville, MD 20855
(39.11069, -77.1595)"
Corporation,"ANS Auto Clinic, LLC",ANS Auto Clinic,8033-B Snouffer School Rd,,Gaithersburg,MD,20879,(301) 216-9600,0,,,,,,,11/20/2024,11/20/2027,15-MT-001215,"8033-B Snouffer School Rd
Gaithersburg, MD 20879
(39.16126, -77.16188)"
Corporation,Tires Express Plus Inc,TIRES EXPRESS RED PLUS INC,15520 Georgia Avenue,,Rockville,MD,20853,(301) 774-3737,0,,,,,,,12/29/2024,12/29/2025,23-MT-013866,"15520 Georgia Avenue
Rockville, MD 20853
(39.11082, -77.07637)"
Corporation,Euro Motorcars Collision Center LLC,Euro Motorcars Collision Center LLC,9030 Comprint Court,,Gaithersburg,MD,20874,(301) 255-6100,0,,,,,,,12/18/2024,12/18/2027,20-MT-006446,"9030 Comprint Court
Gaithersburg, MD 20874
(39.11949, -77.18595)"
Corporation,John's Auto Service LLC,John's Auto Service LLC,324 N. Stonestreet Avenue,,Rockville,MD,20850,(240) 483-5620,0,,,,,,,12/05/2024,12/05/2027,22-MT-013294,"324 N. Stonestreet Avenue
Rockville, MD 20850
(39.08836, -77.14868)"
Corporation,"Benitez Towing, LLC",Benitez Towing,19528 Laguna Drive,,Gaithersburg,MD,20879,(301) 655-5764,0,19528 LAGUNA DR,,GAITHERSBURG,MD,20879,(301) 655-5764,01/17/2025,01/17/2028,20-MT-004051,"19528 Laguna Drive
Gaithersburg, MD 20879
(39.17532, -77.18719)"
Corporation,Nathan's Small Engine Repair LLC,Nathan's Small Engine Repair and Related Services,19527 Jerusalem Church Terrace,,Poolesville,MD,20837,(301) 767-6465,1,,,,,,,02/06/2025,02/06/2028,24-MT-013912,"19527 Jerusalem Church Terrace
Poolesville, MD 20837
(39.16525, -77.40579)"
Sole Proprietorship,,Trung Tran,610 Lofstrand Ln,D,Rockville,MD,20850,(301) 762-4788,0,,,,,,,12/28/2024,12/28/2027,17-MT-000996,"610 Lofstrand Ln
Rockville, MD 20850
(39.09395, -77.14026)"
Corporation,EMERALD AUTOMOTIVE LLC,EMERALD AUTOMOTIVE LLC,19211 Chennault Way,Unit-E,Gaithersburg,MD,20879,(301) 977-2700,0,,,,,,,11/13/2024,11/13/2025,22-MT-013298,"19211 Chennault Way
Gaithersburg, MD 20879
(39.17234, -77.15653)"
Sole Proprietorship,,ST'S Auto,16900 Oakmont Avenue,Suite B,Gaithersburg,MD,20877,(240) 210-4358,0,,,,,,,11/15/2024,11/15/2025,24-MT-014259,"16900 Oakmont Avenue
Gaithersburg, MD 20877
(39.13296, -77.17583)"
Corporation,"Burma Motors, Inc.","Burma Motors, Inc.",310  N Stonestreet Avenue,,Rockville,MD,20850,(301) 309-1254,1,,,,,,,11/20/2024,11/20/2027,15-MT-000142,"310 N Stonestreet Avenue
Rockville, MD 20850
(39.08806, -77.1487)"
Corporation,Sena Auto Repair Services LLC,Sena Auto Repair Services LLC,7615 F Rickenbaker Drive,,Gaithersburg,MD,20879,(240) 281-0347,0,,,,,,,12/12/2024,12/12/2027,15-MT-001855,"7615 F Rickenbaker Drive
Gaithersburg, MD 20879
(39.174, -77.15797)"
Partnership,,AtLube,,,,,,,0,,,,,,,02/21/1997,02/21/1998,97-MT-000750,
Partnership,,E & E Automotive Services & Assessories,,,,,,,0,,,,,,,10/07/1998,05/11/1999,98-MT-001038,
Partnership,,Eurosport Motors,,,,,,,0,,,,,,,03/01/2014,03/01/2017,14-MT-001358,
Partnership,,Delta Towing,,,,,,,0,,,,,,,02/14/2000,02/14/2001,00-MT-001148,
Partnership,,First Choice Custom Transport,,,,,,,0,,,,,,,02/03/1999,02/03/2002,99-MT-000739,
Partnership,,Triple G's Towing,,,,,,,0,,,,,,,09/20/1996,09/20/1997,96-MT-001915,
Partnership,,M - J Towing,,,,,,,0,,,,,,,03/21/1997,03/21/2000,97-MT-001907,
Sole Proprietorship,,Freedom Towing,,,Clarksburg,MD,20871,(240) 388-0869,0,,,,,,,07/25/2005,07/25/2006,05-MT-001512,"Clarksburg, MD 20871
(39.250697, -77.27543)"
Partnership,,"Cherner Collision Center, LLC",,,,,,,0,,,,,,,01/20/2009,01/20/2012,09-MT-001410,
Partnership,,Llerena Auto Service,,,,,,,0,,,,,,,06/20/2002,06/20/2003,02-MT-001783,
Partnership,,Laytonia Auto Service,,,,,,,0,,,,,,,05/23/2014,05/23/2017,14-MT-000098,
Partnership,,Potomac Motor Works,,,,,,,1,,,,,,,09/17/1998,06/22/2001,98-MT-000853,
Corporation,"Persis, Inc.","Persis, Inc.",1623&1625 E. Gude Drive,,Rockville,MD,,(301) 339-8624,0,,,,,,,03/21/2014,03/21/2017,14-MT-002039,"1623&1625 E. Gude Drive
Rockville, MD"
Sole Proprietorship,,Latham's Towing,11909 Maple Avenue,,Rockville,MD,20852,(301) 318-1089,0,11909 Maple Avenue,,Rockville,MD,20852-,(301) 540-6332,11/10/2003,11/10/2006,03-MT-001883,"11909 Maple Avenue
Rockville, MD 20852
(39.051865, -77.112958)"
Corporation,"L.B.A. Auto Repair & Body Shop, Inc.",L.B.A. Auto Repair & Body Shop,3831-G Plyers Mill Road,,Kensington,MD,,(301) 942-8460,0,,,,,,,03/22/2006,03/22/2009,06-MT-000825,"3831-G Plyers Mill Road
Kensington, MD
(39.02964, -77.076857)"
Corporation,"Poolesville Towing, Inc.",Poolesville Towing,"17816 Elgin Road,  P.O. Box 154",,Poolesville,MD,,(301) 349-5700,0,17816 Eldgin Road,,Poolesville,MD,20837-,,02/13/2015,02/13/2018,15-MT-000267,"17816 Elgin Road, P.O. Box 154
Poolesville, MD
(39.147868, -77.416082)"
Sole Proprietorship,,Southlawn Automotive,535D-1 Southlawn Lane,,Rockville,MD,20850,(301) 309-2088,0,,,,,,,04/17/1996,04/08/1999,96-MT-000564,"535D-1 Southlawn Lane
Rockville, MD 20850"
Corporation,Merchant's Inc.,Merchant's Truck & Auto Ct.,8301 Snouffer School Road,,Gaithersburg,MD,,(301) 948-6200,0,,,,,,,05/23/1998,05/02/2001,98-MT-000802,"8301 Snouffer School Road
Gaithersburg, MD
(39.165905, -77.170009)"
Corporation,"Auto Check and Inspection, LLC",Auto Check and Inspection,7615 Rickenbacker Drive,H,Gaithersburg,MD,20879,(301) 670-9822,0,,,,,,,01/03/2019,01/03/2022,14-MT-002055,"7615 Rickenbacker Drive
Gaithersburg, MD 20879
(39.173491, -77.158197)"
Corporation,"Gunpowder Auto Auction & Transport, LLC",Anytime Towing & Recovery,15816 Paramount Drive,,Rockville,MD,,(301) 841-8144,0,,,,,,,03/12/2014,03/12/2017,14-MT-002037,"15816 Paramount Drive
Rockville, MD
(39.115687, -77.16269)"
Corporation,"King Street Auto Body, Inc.",King Street Auto Body,809 King Street,,Silver Spring,MD,,(301) 589-5300,0,,,,,,,05/12/2004,05/12/2007,04-MT-000779,"809 King Street
Silver Spring, MD
(38.987056, -77.024218)"
Corporation,"Rockville Auto Service, Inc.",Rockville Auto Service,100-A North Stonestreet Avenue,,Rockville,MD,,(301) 838-0085,0,,,,,,,01/29/2002,09/23/2003,01-MT-000908,"100-A North Stonestreet Avenue
Rockville, MD
(39.086028, -77.147099)"
Sole Proprietorship,,JAS,7406 Westmore Road,I-H,Rockville,MD,20850,(240) 483-5620,0,,,,,,,02/04/2021,02/04/2024,17-MT-001684,"7406 Westmore Road
Rockville, MD 20850
(39.099398, -77.151747)"
Sole Proprietorship,,Mobile Restore,1802 Reynolds Court,,Crofton,MD,21114,(301) 693-0902,0,,,,,,,03/01/2004,03/01/2005,04-MT-001360,"1802 Reynolds Court
Crofton, MD 21114
(38.994789, -76.68058)"
Corporation,Potala Corporation,Four Corner Auto Care,100 University Blvd W,,Silver Spring,MD,20901,(301) 494-8168,0,,,,,,,04/13/2022,04/13/2025,18-MT-002277,"100 University Blvd W
Silver Spring, MD 20901
(39.020155, -77.013787)"
Corporation,"K L D Auto Body, Inc.","K L D Auto Body, Inc.","7800 Airpark Road, #2",,Gaithersburg,MD,,(301) 869-4330,0,,,,,,,06/19/2003,05/15/2006,03-MT-000854,"7800 Airpark Road, #2
Gaithersburg, MD
(39.170576, -77.1594)"
Sole Proprietorship,,Prompt Towing,809 King Street,,Silver Spring,MD,20910,(301) 887-0643,0,,,,,,,04/08/1997,04/08/1998,97-MT-000713,"809 King Street
Silver Spring, MD 20910
(38.987056, -77.024218)"
Corporation,Expert Volvo Repair Ltd.,Expert Volvo Repair,2720 Pittman Drive,,Silver Spring,MD,,(301) 587-6998,2,,,,,,,04/03/2007,04/03/2010,07-MT-000012,"2720 Pittman Drive
Silver Spring, MD
(39.001263, -77.056919)"
Corporation,"Euro Motorcars, Inc.",Euro Motorcars Volvo of Bethesda,5206 River Road,,Bethesda,MD,,(301) 656-6166,0,,,,,,,09/04/2014,09/04/2017,14-MT-002063,"5206 River Road
Bethesda, MD
(38.964765, -77.103782)"
